date,code,ticker,name,market,sector33_code,sector33,sector17_code,sector17,size_code,size,is_equity
,7793,7793.T,イメージ・マジック,Growth,,その他製品,,,,,True
,7794,7794.T,イーディーピー,Growth,,その他製品,,,,,True
,7795,7795.T,ＫＹＯＲＩＴＳＵ,Standard,,その他製品,,,,,True
,7800,7800.T,アミファ,Standard,,その他製品,,,,,True
,7803,7803.T,ブシロード,Growth,,その他製品,,,,,True
,7804,7804.T,ビーアンドピー,Standard,,その他製品,,,,,True
,7805,7805.T,プリントネット,Standard,,その他製品,,,,,True
,7806,7806.T,ＭＴＧ,Growth,,その他製品,,,,,True
,7807,7807.T,幸和製作所,Standard,,その他製品,,,,,True
,7808,7808.T,シー・エス・ランバー,Standard,,その他製品,,,,,True
,7809,7809.T,壽屋,Standard,,その他製品,,,,,True
,7810,7810.T,クロスフォー,Standard,,その他製品,,,,,True
,7811,7811.T,中本パックス,Standard,,その他製品,,,,,True
,7812,7812.T,クレステック,Standard,,その他製品,,,,,True
,7813,7813.T,プラッツ,Standard,,その他製品,,,,,True
,7814,7814.T,日本創発グループ,Standard,,その他製品,,,,,True
,7815,7815.T,東京ボード工業,Standard,,その他製品,,,,,True
,7817,7817.T,パラマウントベッドホールディングス,Prime,,その他製品,,,,,True
,7818,7818.T,トランザクション,Prime,,その他製品,,,,,True
,7819,7819.T,粧美堂,Standard,,その他製品,,,,,True
,7820,7820.T,ニホンフラッシュ,Prime,,その他製品,,,,,True
,7821,7821.T,前田工繊,Prime,,その他製品,,,,,True
,7822,7822.T,永大産業,Standard,,その他製品,,,,,True
,7823,7823.T,アートネイチャー,Standard,,その他製品,,,,,True
,7826,7826.T,フルヤ金属,Prime,,その他製品,,,,,True
,7827,7827.T,オービス,Standard,,その他製品,,,,,True
,7831,7831.T,ウイルコホールディングス,Standard,,その他製品,,,,,True
,7832,7832.T,バンダイナムコホールディングス,Prime,,その他製品,,,,,True
,7833,7833.T,アイフィスジャパン,Standard,,その他製品,,,,,True
,7836,7836.T,アビックス,Standard,,その他製品,,,,,True
,7837,7837.T,アールシーコア,Standard,,その他製品,,,,,True
,7839,7839.T,ＳＨＯＥＩ,Prime,,その他製品,,,,,True
,7840,7840.T,フランスベッドホールディングス,Prime,,その他製品,,,,,True
,7841,7841.T,遠藤製作所,Standard,,その他製品,,,,,True
,7844,7844.T,マーベラス,Prime,,情報・通信業,,,,,True
,7846,7846.T,パイロットコーポレーション,Prime,,その他製品,,,,,True
,7847,7847.T,グラファイトデザイン,Standard,,その他製品,,,,,True
,7849,7849.T,スターツ出版,Standard,,情報・通信業,,,,,True
,7850,7850.T,総合商研,Standard,,その他製品,,,,,True
,7851,7851.T,カワセコンピュータサプライ,Standard,,その他製品,,,,,True
,7856,7856.T,萩原工業,Prime,,その他製品,,,,,True
,7857,7857.T,セキ,Standard,,その他製品,,,,,True
,7859,7859.T,アルメディオ,Standard,,その他製品,,,,,True
,7860,7860.T,エイベックス,Prime,,情報・通信業,,,,,True
,7863,7863.T,平賀,Standard,,その他製品,,,,,True
,7864,7864.T,フジシールインターナショナル,Prime,,その他製品,,,,,True
,7865,7865.T,ピープル,Standard,,その他製品,,,,,True
,7867,7867.T,タカラトミー,Prime,,その他製品,,,,,True
,7868,7868.T,広済堂ホールディングス,Prime,,その他製品,,,,,True
,7871,7871.T,フクビ化学工業,Standard,,化学,,,,,True
,7872,7872.T,エステールホールディングス,Standard,,その他製品,,,,,True
,7874,7874.T,レック,Prime,,化学,,,,,True
,7875,7875.T,竹田ｉＰホールディングス,Standard,,その他製品,,,,,True
,7877,7877.T,永大化工,Standard,,化学,,,,,True
,7878,7878.T,光・彩,Standard,,その他製品,,,,,True
,7879,7879.T,ノダ,Standard,,その他製品,,,,,True
,7883,7883.T,サンメッセ,Standard,,その他製品,,,,,True
,7885,7885.T,タカノ,Standard,,その他製品,,,,,True
,7886,7886.T,ヤマト　モビリティ　＆　Ｍｆｇ．,Standard,,化学,,,,,True
,7887,7887.T,南海プライウッド,Standard,,その他製品,,,,,True
,7888,7888.T,三光合成,Prime,,化学,,,,,True
,7893,7893.T,プロネクサス,Prime,,その他製品,,,,,True
,7896,7896.T,セブン工業,Standard,,その他製品,,,,,True
,7897,7897.T,ホクシン,Standard,,その他製品,,,,,True
,7898,7898.T,ウッドワン,Standard,,その他製品,,,,,True
,7901,7901.T,マツモト,Standard,,その他製品,,,,,True
,7902,7902.T,ソノコム,Standard,,その他製品,,,,,True
,7906,7906.T,ヨネックス,Standard,,その他製品,,,,,True
,7908,7908.T,きもと,Standard,,化学,,,,,True
,7911,7911.T,ＴＯＰＰＡＮホールディングス,Prime,,その他製品,,,,,True
,7912,7912.T,大日本印刷,Prime,,その他製品,,,,,True
,7914,7914.T,共同印刷,Prime,,その他製品,,,,,True
,7915,7915.T,ＮＩＳＳＨＡ,Prime,,その他製品,,,,,True
,7916,7916.T,光村印刷,Standard,,その他製品,,,,,True
,7917,7917.T,ＺＡＣＲＯＳ,Prime,,化学,,,,,True
,7918,7918.T,ヴィア・ホールディングス,Standard,,小売業,,,,,True
,7919,7919.T,野崎印刷紙業,Standard,,その他製品,,,,,True
,7921,7921.T,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,Prime,,その他製品,,,,,True
,7922,7922.T,三光産業,Standard,,その他製品,,,,,True
,7923,7923.T,トーイン,Standard,,その他製品,,,,,True
,7925,7925.T,前澤化成工業,Prime,,化学,,,,,True
,7927,7927.T,ムトー精工,Standard,,化学,,,,,True
,7928,7928.T,旭化学工業,Standard,,化学,,,,,True
,7931,7931.T,未来工業,Prime,,化学,,,,,True
,7932,7932.T,ニッピ,Standard,,その他製品,,,,,True
,7936,7936.T,アシックス,Prime,,その他製品,,,,,True
,7937,7937.T,ツツミ,Standard,,その他製品,,,,,True
,7938,7938.T,リーガルコーポレーション,Standard,,その他製品,,,,,True
,7939,7939.T,研創,Standard,,その他製品,,,,,True
,7940,7940.T,ウェーブロックホールディングス,Standard,,化学,,,,,True
,7942,7942.T,ＪＳＰ,Prime,,化学,,,,,True
,7943,7943.T,ニチハ,Prime,,ガラス・土石製品,,,,,True
,7944,7944.T,ローランド,Prime,,その他製品,,,,,True
,7946,7946.T,光陽社,Standard,,その他製品,,,,,True
,7947,7947.T,エフピコ,Prime,,化学,,,,,True
,7949,7949.T,小松ウオール工業,Prime,,その他製品,,,,,True
,7951,7951.T,ヤマハ,Prime,,その他製品,,,,,True
,7952,7952.T,河合楽器製作所,Prime,,その他製品,,,,,True
,7953,7953.T,菊水化学工業,Standard,,その他製品,,,,,True
,7955,7955.T,クリナップ,Prime,,その他製品,,,,,True
,7956,7956.T,ピジョン,Prime,,その他製品,,,,,True
,7957,7957.T,フジコピアン,Standard,,その他製品,,,,,True
,7962,7962.T,キングジム,Prime,,その他製品,,,,,True
,7963,7963.T,興研,Standard,,その他製品,,,,,True
,7965,7965.T,象印マホービン,Prime,,電気機器,,,,,True
,7966,7966.T,リンテック,Prime,,その他製品,,,,,True
,7970,7970.T,信越ポリマー,Prime,,化学,,,,,True
,7971,7971.T,東リ,Standard,,化学,,,,,True
,7972,7972.T,イトーキ,Prime,,その他製品,,,,,True
,7974,7974.T,任天堂,Prime,,その他製品,,,,,True
,7975,7975.T,リヒトラブ,Standard,,その他製品,,,,,True
,7976,7976.T,三菱鉛筆,Prime,,その他製品,,,,,True
,7979,7979.T,松風,Prime,,精密機器,,,,,True
,7980,7980.T,重松製作所,Standard,,その他製品,,,,,True
,7981,7981.T,タカラスタンダード,Prime,,その他製品,,,,,True
,7983,7983.T,ミロク,Standard,,その他製品,,,,,True
,7984,7984.T,コクヨ,Prime,,その他製品,,,,,True
,7985,7985.T,ネポン,Standard,,金属製品,,,,,True
,7986,7986.T,日本アイ・エス・ケイ,Standard,,その他製品,,,,,True
,7987,7987.T,ナカバヤシ,Standard,,その他製品,,,,,True
,7988,7988.T,ニフコ,Prime,,化学,,,,,True
,7989,7989.T,立川ブラインド工業,Prime,,金属製品,,,,,True
,7990,7990.T,グローブライド,Prime,,その他製品,,,,,True
,7991,7991.T,マミヤ・オーピー,Standard,,機械,,,,,True
,7992,7992.T,セーラー万年筆,Standard,,その他製品,,,,,True
,7994,7994.T,オカムラ,Prime,,その他製品,,,,,True
,7995,7995.T,バルカー,Prime,,化学,,,,,True
,7997,7997.T,くろがね工作所,Standard,,その他製品,,,,,True
,7999,7999.T,ＭＵＴＯＨホールディングス,Standard,,電気機器,,,,,True
,8001,8001.T,伊藤忠商事,Prime,,卸売業,,,,,True
,8002,8002.T,丸紅,Prime,,卸売業,,,,,True
,8005,8005.T,スクロール,Prime,,小売業,,,,,True
,8006,8006.T,ユアサ・フナショク,Standard,,卸売業,,,,,True
,8007,8007.T,高島,Prime,,卸売業,,,,,True
,8008,8008.T,ヨンドシーホールディングス,Prime,,小売業,,,,,True
,8011,8011.T,三陽商会,Prime,,繊維製品,,,,,True
,8012,8012.T,長瀬産業,Prime,,卸売業,,,,,True
,8013,8013.T,ナイガイ,Standard,,繊維製品,,,,,True
,8014,8014.T,蝶理,Prime,,卸売業,,,,,True
,8015,8015.T,豊田通商,Prime,,卸売業,,,,,True
,8016,8016.T,オンワードホールディングス,Prime,,繊維製品,,,,,True
,8018,8018.T,三共生興,Standard,,卸売業,,,,,True
,8020,8020.T,兼松,Prime,,卸売業,,,,,True
,8022,8022.T,美津濃,Prime,,その他製品,,,,,True
,8023,8023.T,ＤＡＩＫＯ　ＸＴＥＣＨ,Standard,,情報・通信業,,,,,True
,8025,8025.T,ツカモトコーポレーション,Standard,,卸売業,,,,,True
,8029,8029.T,ルックホールディングス,Standard,,繊維製品,,,,,True
,8030,8030.T,中央魚類,Standard,,卸売業,,,,,True
,8031,8031.T,三井物産,Prime,,卸売業,,,,,True
,8032,8032.T,日本紙パルプ商事,Prime,,卸売業,,,,,True
,8035,8035.T,東京エレクトロン,Prime,,電気機器,,,,,True
,8037,8037.T,カメイ,Prime,,卸売業,,,,,True
,8039,8039.T,築地魚市場,Standard,,卸売業,,,,,True
,8040,8040.T,東京ソワール,Standard,,繊維製品,,,,,True
,8041,8041.T,ＯＵＧホールディングス,Standard,,卸売業,,,,,True
,8043,8043.T,スターゼン,Prime,,卸売業,,,,,True
,8045,8045.T,横浜丸魚,Standard,,卸売業,,,,,True
,8046,8046.T,丸藤シートパイル,Standard,,卸売業,,,,,True
,8050,8050.T,セイコーグループ,Prime,,精密機器,,,,,True
,8051,8051.T,山善,Prime,,卸売業,,,,,True
,8052,8052.T,椿本興業,Prime,,卸売業,,,,,True
,8053,8053.T,住友商事,Prime,,卸売業,,,,,True
,8056,8056.T,ＢＩＰＲＯＧＹ,Prime,,情報・通信業,,,,,True
,8057,8057.T,内田洋行,Prime,,卸売業,,,,,True
,8058,8058.T,三菱商事,Prime,,卸売業,,,,,True
,8059,8059.T,第一実業,Prime,,卸売業,,,,,True
,8060,8060.T,キヤノンマーケティングジャパン,Prime,,卸売業,,,,,True
,8061,8061.T,西華産業,Prime,,卸売業,,,,,True
,8065,8065.T,佐藤商事,Prime,,卸売業,,,,,True
,8066,8066.T,三谷商事,Standard,,卸売業,,,,,True
,8070,8070.T,東京産業,Prime,,卸売業,,,,,True
,8074,8074.T,ユアサ商事,Prime,,卸売業,,,,,True
,8075,8075.T,神鋼商事,Prime,,卸売業,,,,,True
,8076,8076.T,カノークス,Standard,,卸売業,,,,,True
,8077,8077.T,トルク,Standard,,卸売業,,,,,True
,8078,8078.T,阪和興業,Prime,,卸売業,,,,,True
,8079,8079.T,正栄食品工業,Prime,,卸売業,,,,,True
,8081,8081.T,カナデン,Prime,,卸売業,,,,,True
,8084,8084.T,ＲＹＯＤＥＮ,Prime,,卸売業,,,,,True
,8085,8085.T,ナラサキ産業,Standard,,卸売業,,,,,True
,8086,8086.T,ニプロ,Prime,,精密機器,,,,,True
,8088,8088.T,岩谷産業,Prime,,卸売業,,,,,True
,8089,8089.T,ナイス,Standard,,卸売業,,,,,True
,8091,8091.T,ニチモウ,Prime,,卸売業,,,,,True
,8093,8093.T,極東貿易,Prime,,卸売業,,,,,True
,8095,8095.T,アステナホールディングス,Prime,,卸売業,,,,,True
,8097,8097.T,三愛オブリ,Prime,,卸売業,,,,,True
,8098,8098.T,稲畑産業,Prime,,卸売業,,,,,True
,8101,8101.T,ＧＳＩクレオス,Prime,,卸売業,,,,,True
,8103,8103.T,明和産業,Prime,,卸売業,,,,,True
,8104,8104.T,クワザワホールディングス,Standard,,卸売業,,,,,True
,8105,8105.T,堀田丸正,Standard,,卸売業,,,,,True
,8107,8107.T,キムラタン,Standard,,繊維製品,,,,,True
,8111,8111.T,ゴールドウイン,Prime,,繊維製品,,,,,True
,8113,8113.T,ユニ・チャーム,Prime,,化学,,,,,True
,8115,8115.T,ムーンバット,Standard,,卸売業,,,,,True
,8117,8117.T,中央自動車工業,Standard,,卸売業,,,,,True
,8118,8118.T,キング,Standard,,繊維製品,,,,,True
,8119,8119.T,三栄コーポレーション,Standard,,卸売業,,,,,True
,8123,8123.T,川辺,Standard,,卸売業,,,,,True
,8125,8125.T,ワキタ,Prime,,卸売業,,,,,True
,8127,8127.T,ヤマトインターナショナル,Standard,,繊維製品,,,,,True
,8129,8129.T,東邦ホールディングス,Prime,,卸売業,,,,,True
,8130,8130.T,サンゲツ,Prime,,卸売業,,,,,True
,8131,8131.T,ミツウロコグループホールディングス,Standard,,卸売業,,,,,True
,8132,8132.T,シナネンホールディングス,Prime,,卸売業,,,,,True
,8133,8133.T,伊藤忠エネクス,Prime,,卸売業,,,,,True
,8135,8135.T,ゼット,Standard,,卸売業,,,,,True
,8136,8136.T,サンリオ,Prime,,卸売業,,,,,True
,8137,8137.T,サンワテクノス,Prime,,卸売業,,,,,True
,8138,8138.T,三京化成,Standard,,卸売業,,,,,True
,8139,8139.T,ナガホリ,Standard,,卸売業,,,,,True
,8141,8141.T,新光商事,Prime,,卸売業,,,,,True
,8142,8142.T,トーホー,Prime,,卸売業,,,,,True
,8143,8143.T,ラピーヌ,Standard,,繊維製品,,,,,True
,8144,8144.T,デンキョーグループホールディングス,Standard,,卸売業,,,,,True
,8147,8147.T,トミタ,Standard,,卸売業,,,,,True
,8150,8150.T,三信電気,Prime,,卸売業,,,,,True
,8151,8151.T,東陽テクニカ,Prime,,卸売業,,,,,True
,8152,8152.T,ソマール,Standard,,卸売業,,,,,True
,8153,8153.T,モスフードサービス,Prime,,卸売業,,,,,True
,8154,8154.T,加賀電子,Prime,,卸売業,,,,,True
,8157,8157.T,都築電気,Prime,,情報・通信業,,,,,True
,8158,8158.T,ソーダニッカ,Prime,,卸売業,,,,,True
,8159,8159.T,立花エレテック,Prime,,卸売業,,,,,True
,8160,8160.T,木曽路,Prime,,小売業,,,,,True
,8163,8163.T,ＳＲＳホールディングス,Prime,,小売業,,,,,True
,8165,8165.T,千趣会,Standard,,小売業,,,,,True
,8166,8166.T,タカキュー,Standard,,小売業,,,,,True
,8167,8167.T,リテールパートナーズ,Prime,,小売業,,,,,True
,8173,8173.T,上新電機,Prime,,小売業,,,,,True
,8174,8174.T,日本瓦斯,Prime,,小売業,,,,,True
,8179,8179.T,ロイヤルホールディングス,Prime,,小売業,,,,,True
,8181,8181.T,東天紅,Standard,,小売業,,,,,True
,8185,8185.T,チヨダ,Prime,,小売業,,,,,True
,8194,8194.T,ライフコーポレーション,Prime,,小売業,,,,,True
,8198,8198.T,マックスバリュ東海,Standard,,小売業,,,,,True
,8200,8200.T,リンガーハット,Prime,,小売業,,,,,True
,8202,8202.T,ラオックスホールディングス,Standard,,小売業,,,,,True
,8203,8203.T,ＭｒＭａｘＨＤ,Prime,,小売業,,,,,True
,8207,8207.T,テンアライド,Standard,,小売業,,,,,True
,8209,8209.T,フレンドリー,Standard,,小売業,,,,,True
,8214,8214.T,ＡＯＫＩホールディングス,Prime,,小売業,,,,,True
,8217,8217.T,オークワ,Prime,,小売業,,,,,True
,8218,8218.T,コメリ,Prime,,小売業,,,,,True
,8219,8219.T,青山商事,Prime,,小売業,,,,,True
,8225,8225.T,タカチホ,Standard,,卸売業,,,,,True
,8226,8226.T,理経,Standard,,卸売業,,,,,True
,8227,8227.T,しまむら,Prime,,小売業,,,,,True
,8230,8230.T,はせがわ,Standard,,小売業,,,,,True
,8233,8233.T,高島屋,Prime,,小売業,,,,,True
,8237,8237.T,松屋,Prime,,小売業,,,,,True
,8242,8242.T,エイチ・ツー・オー　リテイリング,Prime,,小売業,,,,,True
,8244,8244.T,近鉄百貨店,Standard,,小売業,,,,,True
,8247,8247.T,大和,Standard,,小売業,,,,,True
,8252,8252.T,丸井グループ,Prime,,小売業,,,,,True
,8253,8253.T,クレディセゾン,Prime,,その他金融業,,,,,True
,8254,8254.T,さいか屋,Standard,,小売業,,,,,True
,8255,8255.T,アクシアル　リテイリング,Prime,,小売業,,,,,True
,8260,8260.T,井筒屋,Standard,,小売業,,,,,True
,8267,8267.T,イオン,Prime,,小売業,,,,,True
,8273,8273.T,イズミ,Prime,,小売業,,,,,True
,8275,8275.T,フォーバル,Standard,,卸売業,,,,,True
,8276,8276.T,平和堂,Prime,,小売業,,,,,True
,8278,8278.T,フジ,Prime,,小売業,,,,,True
,8281,8281.T,ゼビオホールディングス,Prime,,小売業,,,,,True
,8282,8282.T,ケーズホールディングス,Prime,,小売業,,,,,True
,8283,8283.T,ＰＡＬＴＡＣ,Prime,,卸売業,,,,,True
,8285,8285.T,三谷産業,Standard,,卸売業,,,,,True
,8289,8289.T,Ｏｌｙｍｐｉｃグループ,Standard,,小売業,,,,,True
,8291,8291.T,日産東京販売ホールディングス,Standard,,小売業,,,,,True
,8304,8304.T,あおぞら銀行,Prime,,銀行業,,,,,True
,8306,8306.T,三菱ＵＦＪフィナンシャル・グループ,Prime,,銀行業,,,,,True
,8308,8308.T,りそなホールディングス,Prime,,銀行業,,,,,True
,8309,8309.T,三井住友トラストグループ,Prime,,銀行業,,,,,True
,8316,8316.T,三井住友フィナンシャルグループ,Prime,,銀行業,,,,,True
,8331,8331.T,千葉銀行,Prime,,銀行業,,,,,True
,8334,8334.T,群馬銀行,Prime,,銀行業,,,,,True
,8336,8336.T,武蔵野銀行,Prime,,銀行業,,,,,True
,8337,8337.T,千葉興業銀行,Prime,,銀行業,,,,,True
,8338,8338.T,筑波銀行,Prime,,銀行業,,,,,True
,8341,8341.T,七十七銀行,Prime,,銀行業,,,,,True
,8343,8343.T,秋田銀行,Prime,,銀行業,,,,,True
,8344,8344.T,山形銀行,Prime,,銀行業,,,,,True
,8345,8345.T,岩手銀行,Prime,,銀行業,,,,,True
,8346,8346.T,東邦銀行,Prime,,銀行業,,,,,True
,8349,8349.T,東北銀行,Standard,,銀行業,,,,,True
,8354,8354.T,ふくおかフィナンシャルグループ,Prime,,銀行業,,,,,True
,8358,8358.T,スルガ銀行,Prime,,銀行業,,,,,True
,8359,8359.T,八十二銀行,Prime,,銀行業,,,,,True
,8360,8360.T,山梨中央銀行,Prime,,銀行業,,,,,True
,8361,8361.T,大垣共立銀行,Prime,,銀行業,,,,,True
,8362,8362.T,福井銀行,Prime,,銀行業,,,,,True
,8364,8364.T,清水銀行,Prime,,銀行業,,,,,True
,8365,8365.T,富山銀行,Standard,,銀行業,,,,,True
,8366,8366.T,滋賀銀行,Prime,,銀行業,,,,,True
,8367,8367.T,南都銀行,Prime,,銀行業,,,,,True
,8368,8368.T,百五銀行,Prime,,銀行業,,,,,True
,8370,8370.T,紀陽銀行,Prime,,銀行業,,,,,True
,8377,8377.T,ほくほくフィナンシャルグループ,Prime,,銀行業,,,,,True
,8381,8381.T,山陰合同銀行,Prime,,銀行業,,,,,True
,8383,8383.T,鳥取銀行,Standard,,銀行業,,,,,True
,8386,8386.T,百十四銀行,Prime,,銀行業,,,,,True
,8387,8387.T,四国銀行,Prime,,銀行業,,,,,True
,8388,8388.T,阿波銀行,Prime,,銀行業,,,,,True
,8392,8392.T,大分銀行,Prime,,銀行業,,,,,True
,8393,8393.T,宮崎銀行,Prime,,銀行業,,,,,True
,8395,8395.T,佐賀銀行,Prime,,銀行業,,,,,True
,8399,8399.T,琉球銀行,Prime,,銀行業,,,,,True
,8410,8410.T,セブン銀行,Prime,,銀行業,,,,,True
,8411,8411.T,みずほフィナンシャルグループ,Prime,,銀行業,,,,,True
,8416,8416.T,高知銀行,Standard,,銀行業,,,,,True
,8418,8418.T,山口フィナンシャルグループ,Prime,,銀行業,,,,,True
,8424,8424.T,芙蓉総合リース,Prime,,その他金融業,,,,,True
,8425,8425.T,みずほリース,Prime,,その他金融業,,,,,True
,8439,8439.T,東京センチュリー,Prime,,その他金融業,,,,,True
,8473,8473.T,ＳＢＩホールディングス,Prime,,証券、商品先物取引業,,,,,True
,8508,8508.T,Ｊトラスト,Standard,,その他金融業,,,,,True
,8511,8511.T,日本証券金融,Prime,,その他金融業,,,,,True
,8515,8515.T,アイフル,Prime,,その他金融業,,,,,True
,8518,8518.T,日本アジア投資,Standard,,証券、商品先物取引業,,,,,True
,8522,8522.T,名古屋銀行,Prime,,銀行業,,,,,True
,8524,8524.T,北洋銀行,Prime,,銀行業,,,,,True
,8537,8537.T,大光銀行,Standard,,銀行業,,,,,True
,8541,8541.T,愛媛銀行,Prime,,銀行業,,,,,True
,8542,8542.T,トマト銀行,Standard,,銀行業,,,,,True
,8544,8544.T,京葉銀行,Prime,,銀行業,,,,,True
,8550,8550.T,栃木銀行,Prime,,銀行業,,,,,True
,8551,8551.T,北日本銀行,Prime,,銀行業,,,,,True
,8558,8558.T,東和銀行,Prime,,銀行業,,,,,True
,8562,8562.T,福島銀行,Standard,,銀行業,,,,,True
,8563,8563.T,大東銀行,Standard,,銀行業,,,,,True
,8566,8566.T,リコーリース,Prime,,その他金融業,,,,,True
,8570,8570.T,イオンフィナンシャルサービス,Prime,,その他金融業,,,,,True
,8572,8572.T,アコム,Standard,,その他金融業,,,,,True
,8584,8584.T,ジャックス,Prime,,その他金融業,,,,,True
,8585,8585.T,オリエントコーポレーション,Prime,,その他金融業,,,,,True
,8591,8591.T,オリックス,Prime,,その他金融業,,,,,True
,8593,8593.T,三菱ＨＣキャピタル,Prime,,その他金融業,,,,,True
,8595,8595.T,ジャフコ　グループ,Prime,,証券、商品先物取引業,,,,,True
,8596,8596.T,九州リースサービス,Standard,,その他金融業,,,,,True
,8600,8600.T,トモニホールディングス,Prime,,銀行業,,,,,True
,8601,8601.T,大和証券グループ本社,Prime,,証券、商品先物取引業,,,,,True
,8604,8604.T,野村ホールディングス,Prime,,証券、商品先物取引業,,,,,True
,8609,8609.T,岡三証券グループ,Prime,,証券、商品先物取引業,,,,,True
,8613,8613.T,丸三証券,Prime,,証券、商品先物取引業,,,,,True
,8614,8614.T,東洋証券,Prime,,証券、商品先物取引業,,,,,True
,8616,8616.T,東海東京フィナンシャル・ホールディングス,Prime,,証券、商品先物取引業,,,,,True
,8617,8617.T,光世証券,Standard,,証券、商品先物取引業,,,,,True
,8622,8622.T,水戸証券,Prime,,証券、商品先物取引業,,,,,True
,8624,8624.T,いちよし証券,Prime,,証券、商品先物取引業,,,,,True
,8628,8628.T,松井証券,Prime,,証券、商品先物取引業,,,,,True
,8630,8630.T,ＳＯＭＰＯホールディングス,Prime,,保険業,,,,,True
,8697,8697.T,日本取引所グループ,Prime,,その他金融業,,,,,True
,8698,8698.T,マネックスグループ,Prime,,証券、商品先物取引業,,,,,True
,8699,8699.T,ＨＳホールディングス,Standard,,証券、商品先物取引業,,,,,True
,8700,8700.T,丸八証券,Standard,,証券、商品先物取引業,,,,,True
,8704,8704.T,トレイダーズホールディングス,Standard,,証券、商品先物取引業,,,,,True
,8705,8705.T,日産証券グループ,Standard,,証券、商品先物取引業,,,,,True
,8706,8706.T,極東証券,Prime,,証券、商品先物取引業,,,,,True
,8707,8707.T,岩井コスモホールディングス,Prime,,証券、商品先物取引業,,,,,True
,8708,8708.T,アイザワ証券グループ,Prime,,証券、商品先物取引業,,,,,True
,8713,8713.T,フィデアホールディングス,Prime,,銀行業,,,,,True
,8714,8714.T,池田泉州ホールディングス,Prime,,銀行業,,,,,True
,8715,8715.T,アニコム　ホールディングス,Prime,,保険業,,,,,True
,8725,8725.T,ＭＳ＆ＡＤインシュアランスグループホールディングス,Prime,,保険業,,,,,True
,8729,8729.T,ソニーフィナンシャルグループ,Prime,,保険業,,,,,True
,8737,8737.T,あかつき本社,Standard,,証券、商品先物取引業,,,,,True
,8739,8739.T,スパークス・グループ,Prime,,証券、商品先物取引業,,,,,True
,8742,8742.T,小林洋行,Standard,,証券、商品先物取引業,,,,,True
,8746,8746.T,ｕｎｂａｎｋｅｄ,Standard,,証券、商品先物取引業,,,,,True
,8747,8747.T,豊トラスティ証券,Standard,,証券、商品先物取引業,,,,,True
,8750,8750.T,第一生命ホールディングス,Prime,,保険業,,,,,True
,8766,8766.T,東京海上ホールディングス,Prime,,保険業,,,,,True
,8769,8769.T,アドバンテッジリスクマネジメント,Standard,,サービス業,,,,,True
,8771,8771.T,イー・ギャランティ,Prime,,その他金融業,,,,,True
,8772,8772.T,アサックス,Standard,,その他金融業,,,,,True
,8783,8783.T,ａｂｃ,Standard,,その他金融業,,,,,True
,8789,8789.T,フィンテック　グローバル,Standard,,その他金融業,,,,,True
,8793,8793.T,ＮＥＣキャピタルソリューション,Prime,,その他金融業,,,,,True
,8795,8795.T,Ｔ＆Ｄホールディングス,Prime,,保険業,,,,,True
,8798,8798.T,アドバンスクリエイト,Prime,,保険業,,,,,True
,8801,8801.T,三井不動産,Prime,,不動産業,,,,,True
,8802,8802.T,三菱地所,Prime,,不動産業,,,,,True
,8803,8803.T,平和不動産,Prime,,不動産業,,,,,True
,8804,8804.T,東京建物,Prime,,不動産業,,,,,True
,8818,8818.T,京阪神ビルディング,Prime,,不動産業,,,,,True
,8830,8830.T,住友不動産,Prime,,不動産業,,,,,True
,8835,8835.T,太平洋興発,Standard,,卸売業,,,,,True
,8836,8836.T,ＲＩＳＥ,Standard,,不動産業,,,,,True
,8841,8841.T,テーオーシー,Standard,,不動産業,,,,,True
,8844,8844.T,コスモスイニシア,Standard,,不動産業,,,,,True
,8848,8848.T,レオパレス２１,Prime,,不動産業,,,,,True
,8850,8850.T,スターツコーポレーション,Prime,,不動産業,,,,,True
,8860,8860.T,フジ住宅,Prime,,不動産業,,,,,True
,8864,8864.T,空港施設,Prime,,不動産業,,,,,True
,8869,8869.T,明和地所,Standard,,不動産業,,,,,True
,8871,8871.T,ゴールドクレスト,Standard,,不動産業,,,,,True
,8876,8876.T,リログループ,Prime,,サービス業,,,,,True
,8877,8877.T,エスリード,Prime,,不動産業,,,,,True
,8881,8881.T,日神グループホールディングス,Prime,,不動産業,,,,,True
,8887,8887.T,シーラホールディングス,Standard,,不動産業,,,,,True
,8891,8891.T,ＡＭＧホールディングス,Standard,,不動産業,,,,,True
,8892,8892.T,エスコン,Prime,,不動産業,,,,,True
,8894,8894.T,ＲＥＶＯＬＵＴＩＯＮ,Standard,,不動産業,,,,,True
,8897,8897.T,ＭＩＲＡＲＴＨホールディングス,Prime,,不動産業,,,,,True
,8898,8898.T,センチュリー２１・ジャパン,Standard,,不動産業,,,,,True
,8904,8904.T,ＡＶＡＮＴＩＡ,Standard,,不動産業,,,,,True
,8908,8908.T,毎日コムネット,Standard,,不動産業,,,,,True
,8912,8912.T,エリアクエスト,Standard,,不動産業,,,,,True
,8914,8914.T,エリアリンク,Standard,,不動産業,,,,,True
,8917,8917.T,ファースト住建,Standard,,不動産業,,,,,True
,8918,8918.T,ランド,Standard,,不動産業,,,,,True
,8919,8919.T,カチタス,Prime,,不動産業,,,,,True
,8920,8920.T,東祥,Standard,,サービス業,,,,,True
,8923,8923.T,トーセイ,Prime,,不動産業,,,,,True
