date,code,name,sector,dcs,coverage,category,dim1,dim2,dim3,dim4,dim5,part_3-a,part_3-b,part_3-c,part_3-d,part_4-a,part_4-c,part_4-d,part_5-a,part_5-b,part_5-c,part_5-d,missing,part_1-a,part_1-b,part_1-c,part_1-d,part_1-e,part_1-f,part_1-g,part_1-h,part_2-a,part_2-b,part_2-c,part_2-d,part_4-b
2026-08-18,8358,スルガ銀行,銀行業,65.97,0.4,除外,1.0,0.7839,0.383,,0.4719,0.2144,0.4999,0.3511,0.4667,,0.1053,0.2,0.7459,,0.6699,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8628,0.2727,1.0,1.0,0.0
2026-08-18,8359,八十二銀行,銀行業,61.07,0.6,監視,0.9823,0.8537,0.2937,0.175,0.7488,0.3764,0.2019,0.4634,0.1333,0.2,0.0,0.5,0.7646,,0.5861,0.8955,"3,4",1.0,1.0,1.0,1.0,1.0,0.8585,1.0,1.0,0.8996,0.5152,1.0,1.0,0.0
2026-08-18,8360,山梨中央銀行,銀行業,56.04,0.4,除外,0.9848,0.931,0.4886,0.1395,0.2579,0.2594,0.3874,0.9742,0.3333,0.2,0.1579,0.2,0.3661,,0.4077,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.8788,1.0,1.0,0.9363,0.7879,1.0,1.0,0.0
2026-08-18,8361,大垣共立銀行,銀行業,52.25,0.4,除外,0.8498,0.7415,0.4586,0.1921,0.3704,0.2399,0.3399,0.7878,0.4667,0.2,0.3684,0.2,0.1957,0.1111,0.175,1.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.6987,1.0,0.1,0.9693,0.9697,1.0,0.0269,0.0
2026-08-18,8362,福井銀行,銀行業,81.15,0.6,監視,1.0,0.9933,0.7423,,0.5107,1.0,0.3586,0.9438,0.6667,,0.1053,0.5,0.2032,0.2222,0.6174,1.0,"4,5",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973,1.0,1.0,1.0,0.0
2026-08-18,8366,滋賀銀行,銀行業,47.73,0.4,除外,0.8554,0.9182,0.2834,0.2,0.1294,0.0038,0.1434,0.9865,0.0,0.6,0.0,0.2,0.0,0.1111,0.4067,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.5434,1.0,0.3,0.9303,0.7424,1.0,1.0,0.0
2026-08-18,8367,南都銀行,銀行業,55.4,0.4,除外,0.8871,0.8464,0.4356,0.1,0.5008,0.0814,0.2199,0.9079,0.5333,0.2,0.0,0.2,0.5025,,0.0,1.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.7968,1.0,0.3,0.9033,0.5606,1.0,0.9218,0.0
2026-08-18,8368,百五銀行,銀行業,76.12,0.4,除外,0.99,0.9791,0.4946,,0.5811,0.365,0.2923,0.8544,0.4667,,0.1579,0.2,0.4311,,0.3122,1.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.9198,1.0,1.0,0.9633,0.9545,1.0,0.9986,0.0
2026-08-18,8370,紀陽銀行,銀行業,60.01,0.6,監視,0.9835,0.755,0.5183,0.1,0.6439,0.2673,0.4168,0.9891,0.4,0.2,0.0,0.2,0.7198,,0.5967,0.6151,"3,4",1.0,1.0,1.0,1.0,1.0,0.8683,1.0,1.0,0.8381,0.1818,1.0,1.0,0.0
2026-08-18,8377,ほくほくフィナンシャルグループ,銀行業,65.01,0.4,除外,1.0,0.9573,0.347,,0.2959,0.0,0.2357,0.6856,0.4667,,0.1579,0.2,0.4346,,0.4531,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9505,0.8788,1.0,1.0,0.0
2026-08-18,8381,山陰合同銀行,銀行業,60.37,0.6,監視,0.9904,0.8156,0.6563,0.1132,0.4433,0.7495,0.3711,0.8378,0.6667,0.2,0.0526,0.2,0.3323,,0.7579,0.2398,"4,5",1.0,1.0,1.0,1.0,1.0,0.923,1.0,1.0,0.8838,0.3788,1.0,1.0,0.0
2026-08-18,8386,百十四銀行,銀行業,60.34,0.4,除外,0.984,0.9267,0.4557,0.2625,0.388,0.2551,0.3758,0.6587,0.5333,0.2,0.65,0.2,0.7137,,0.4504,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.872,1.0,1.0,0.934,0.7727,1.0,1.0,0.0
2026-08-18,8387,四国銀行,銀行業,52.86,0.4,除外,0.9684,0.9658,0.2567,0.2188,0.2334,0.0945,0.2357,0.3632,0.3333,0.0,0.675,0.2,0.3715,,0.3287,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.7469,1.0,1.0,0.9543,0.9091,1.0,1.0,0.0
2026-08-18,8388,阿波銀行,銀行業,61.08,0.4,除外,0.9989,0.9441,0.3019,,0.1985,0.0,0.2059,0.5349,0.4667,,0.375,0.2,0.4294,,0.166,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.9911,1.0,1.0,0.943,0.8333,1.0,1.0,0.0
2026-08-18,8392,大分銀行,銀行業,63.06,0.6,監視,0.9692,0.9887,0.6496,0.1395,0.4059,0.8446,0.2253,0.9285,0.6,0.2,0.1579,0.2,0.6563,,0.3502,0.2111,"4,5",1.0,1.0,1.0,1.0,1.0,0.754,1.0,1.0,0.97,0.9848,1.0,1.0,0.0
2026-08-18,8393,宮崎銀行,銀行業,59.78,0.4,除外,0.9728,0.9755,0.5536,0.1395,0.3476,0.4763,0.2843,0.7873,0.6667,0.2,0.1579,0.2,0.6266,,0.4161,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.7822,1.0,1.0,0.9625,0.9394,1.0,1.0,0.0
2026-08-18,8395,佐賀銀行,銀行業,62.17,0.4,除外,0.9975,0.8972,0.3038,,0.2885,0.0,0.2718,0.41,0.5333,,0.0526,0.2,0.4725,,0.393,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,0.922,0.6667,1.0,1.0,0.0
2026-08-18,8399,琉球銀行,銀行業,67.84,0.4,除外,0.9904,0.889,0.5474,,0.2868,0.585,0.2833,0.9212,0.4,,0.775,0.5,0.5643,,0.2961,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.923,1.0,1.0,0.9198,0.6364,1.0,1.0,0.0
2026-08-18,8410,セブン銀行,銀行業,47.57,0.4,除外,0.9103,0.6009,0.3404,,0.0512,0.0,0.5425,0.4192,0.4,,0.825,0.5,0.1537,,0.0,0.0,"3,4,5",1.0,1.0,0.5,1.0,0.8457,0.9367,1.0,1.0,0.3733,0.0303,1.0,1.0,0.4182
2026-08-18,8411,みずほフィナンシャルグループ,銀行業,62.24,0.6,監視,0.9849,0.8323,0.5332,0.1132,0.6484,0.5873,0.3037,0.8417,0.4,0.2,0.0526,0.2,0.6496,,0.5688,0.7267,"3,4",1.0,1.0,1.0,1.0,1.0,0.8795,1.0,1.0,0.8898,0.4394,1.0,1.0,0.0
2026-08-18,8418,山口フィナンシャルグループ,銀行業,64.73,0.8,本命,0.9797,0.779,0.6906,0.1645,0.6229,0.7599,0.3566,0.9792,0.6667,0.2,0.0,0.2,0.6116,,0.625,0.6322,4,1.0,1.0,1.0,1.0,1.0,0.8373,1.0,1.0,0.8583,0.2576,1.0,1.0,0.2579
2026-08-18,8424,芙蓉総合リース,その他金融業,47.15,0.4,除外,0.7022,0.4091,0.613,0.2763,0.3568,0.3546,0.4815,0.9491,0.6667,0.2273,0.1053,0.5,0.7691,0.1395,0.5184,0.0,"2,4,5",1.0,0.5923,0.5,1.0,0.3883,0.8373,1.0,0.3,0.3411,0.4,0.3226,0.5727,0.2727
2026-08-18,8425,みずほリース,その他金融業,55.03,0.4,除外,0.6081,0.3948,0.5069,,0.6914,0.2463,0.7646,0.8165,0.2,0.2273,0.8947,0.2,1.0,0.1389,0.6268,1.0,"2,3,4",0.0,0.6662,0.5,1.0,0.6761,0.5227,0.5,1.0,0.4663,0.6,0.3226,0.1902,
2026-08-18,8439,東京センチュリー,その他金融業,57.29,0.6,監視,0.8505,0.7397,0.3931,0.2145,0.6667,0.1081,0.2012,0.7966,0.4667,0.2,0.1579,0.5,1.0,,0.0,1.0,"3,4",1.0,1.0,1.0,1.0,1.0,0.7042,1.0,0.1,0.7361,0.9,0.3226,1.0,0.0
2026-08-18,8473,ＳＢＩホールディングス,証券、商品先物取引業,24.23,0.0,除外,0.0,0.303,0.4225,,0.2436,0.2807,0.3887,0.9539,0.0667,0.0,0.3684,0.5,0.3096,0.269,0.0993,0.2965,"1,2,3,4,5",,,,,,,,,0.3636,0.3,0.5484,0.0,
2026-08-18,8508,Ｊトラスト,その他金融業,59.54,0.6,監視,0.953,0.7846,0.327,0.2145,0.6979,0.0,0.7082,0.0,0.6,0.0,0.2105,0.2,0.6656,,0.4281,1.0,"3,4",1.0,1.0,1.0,1.0,1.0,0.6237,1.0,1.0,0.8658,0.95,0.3226,1.0,0.4474
2026-08-18,8511,日本証券金融,その他金融業,56.64,0.4,除外,0.9894,0.6639,0.1664,,0.4459,0.0,0.3833,0.2824,0.0,,0.1053,0.2,0.847,,0.4188,0.0719,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.9153,1.0,1.0,0.6072,0.8,0.3226,0.9257,0.3474
2026-08-18,8522,名古屋銀行,銀行業,54.91,0.4,除外,0.886,0.9102,0.4082,0.1789,0.3619,0.4518,0.2958,0.4855,0.4,0.2,0.3158,0.2,0.5861,,0.4998,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.7883,1.0,0.3,0.9288,0.7121,1.0,1.0,0.0
2026-08-18,8524,北洋銀行,銀行業,67.05,0.6,監視,0.9917,0.8077,0.6661,,0.2164,0.9143,0.465,0.7518,0.5333,,0.1053,0.5,0.0788,,0.5705,0.0,"4,5",1.0,1.0,1.0,1.0,1.0,0.9335,1.0,1.0,0.8823,0.3485,1.0,1.0,0.0
2026-08-18,8541,愛媛銀行,銀行業,59.79,0.4,除外,0.9835,0.87,0.4927,,0.0455,0.0,0.7142,0.8568,0.4,,0.7,0.2,0.1364,,0.0,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.8677,1.0,1.0,0.904,0.5758,1.0,1.0,0.0
2026-08-18,8544,京葉銀行,銀行業,56.52,0.6,監視,0.8629,0.9358,0.2615,0.1658,0.6001,0.0637,0.3283,0.5872,0.0667,0.2,0.2632,0.2,0.3919,,0.429,0.9795,"3,4",1.0,1.0,1.0,1.0,1.0,0.6034,1.0,0.3,0.94,0.803,1.0,1.0,0.0
2026-08-18,8550,栃木銀行,銀行業,50.57,0.4,除外,0.9776,0.7693,0.456,0.1263,0.1992,0.1556,0.5325,0.6027,0.5333,0.2,0.1053,0.2,0.4116,0.1175,0.2679,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.8209,1.0,1.0,0.9205,0.6515,1.0,0.5053,0.0
2026-08-18,8558,東和銀行,銀行業,50.69,0.2,除外,0.7031,0.5512,0.3676,0.3421,0.5703,0.3593,0.0262,0.7516,0.3333,0.8,0.3684,0.2,0.0712,0.4444,0.7656,1.0,"2,3,4,5",1.0,1.0,1.0,0.0,1.0,0.625,1.0,0.0,0.8448,0.2121,1.0,0.1479,0.0
2026-08-18,8566,リコーリース,その他金融業,58.87,0.4,除外,0.8684,0.6193,0.5057,,0.3614,0.2964,0.2259,0.9672,0.5333,,0.1579,0.2,0.6206,,0.4636,0.0,"3,4,5",1.0,1.0,1.0,1.0,0.7523,0.895,1.0,0.3,0.5045,0.65,0.3226,1.0,0.7636
2026-08-18,8570,イオンフィナンシャルサービス,その他金融業,48.95,0.4,除外,0.8091,0.4118,0.6031,0.2099,0.4135,0.5402,0.4365,0.6357,0.8,0.1818,0.1579,0.5,0.798,0.1754,0.5644,0.1163,"2,4,5",1.0,0.7499,0.5,1.0,0.6981,0.5249,1.0,1.0,0.458,0.55,0.3226,0.3164,0.0
2026-08-18,8572,アコム,その他金融業,53.66,0.4,除外,0.6765,0.4907,0.5706,0.3289,0.6163,0.6776,0.247,0.9579,0.4,0.0,0.3158,1.0,1.0,0.1695,0.8196,0.4761,"2,3,4",1.0,0.6175,0.5,1.0,0.3912,0.6029,1.0,0.3,0.3838,0.45,0.3226,0.8062,0.0
2026-08-18,8584,ジャックス,その他金融業,30.87,0.2,除外,0.0,0.0,0.5849,,0.6498,0.8403,0.377,0.7223,0.4,0.2273,0.2632,1.0,1.0,0.1051,0.494,1.0,"1,2,3,4",,,,,,,,,,,,,
2026-08-18,8585,オリエントコーポレーション,その他金融業,36.7,0.4,除外,0.0,0.0,0.8613,,0.6068,1.0,0.6552,0.99,0.8,0.0909,0.1579,0.2,1.0,0.1176,0.3095,1.0,"1,2,4",,,,,,,,,,,,,
2026-08-18,8591,オリックス,その他金融業,60.15,0.6,監視,0.8884,0.6426,0.4718,0.1789,0.826,0.5976,0.2582,0.6314,0.4,0.2,0.3158,0.2,0.7361,,0.7419,1.0,"3,4",1.0,1.0,1.0,1.0,1.0,0.807,1.0,0.3,0.8681,1.0,0.3226,0.3797,0.0
2026-08-18,8593,三菱ＨＣキャピタル,その他金融業,53.16,0.4,除外,0.798,0.6581,0.4188,0.2331,0.5499,0.5508,0.2391,0.4855,0.4,0.2273,0.1053,0.2,0.9197,0.136,0.3943,0.7496,"3,4,5",1.0,1.0,0.5,1.0,0.9205,0.6634,1.0,0.3,0.56,0.75,0.3226,1.0,0.4
2026-08-18,8595,ジャフコ　グループ,証券、商品先物取引業,21.25,0.2,除外,0.0,0.0,0.6684,,0.1817,0.6461,0.5752,0.919,0.5333,0.0909,0.1579,0.5,0.1574,0.1059,0.4636,0.0,"1,2,4,5",,,,,,,,,,,,,
2026-08-18,8600,トモニホールディングス,銀行業,57.55,0.4,除外,0.9852,0.7236,0.349,,0.2444,0.0102,0.4662,0.5196,0.4,,0.825,0.5,0.6113,,0.1217,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.8813,1.0,1.0,0.8036,0.0909,1.0,1.0,0.0
2026-08-18,8601,大和証券グループ本社,証券、商品先物取引業,65.05,0.4,除外,0.8932,0.8251,0.5498,,0.334,0.3755,0.3201,0.9036,0.6,,0.2632,0.2,0.4787,0.1111,0.746,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.8457,1.0,0.3,0.8021,0.95,0.5484,1.0,0.0
2026-08-18,8604,野村ホールディングス,証券、商品先物取引業,55.8,0.4,除外,0.894,0.8021,0.5919,0.1921,0.3098,0.4908,0.3844,0.9589,0.5333,0.2,0.3684,0.2,0.3107,,0.6188,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.8524,1.0,0.3,0.7601,0.9,0.5484,1.0,0.0
2026-08-18,8609,岡三証券グループ,証券、商品先物取引業,64.52,0.4,除外,0.9859,0.7383,0.5716,,0.2852,0.2406,0.5832,0.8626,0.6,,0.475,0.5,0.6089,,0.2466,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.8869,1.0,1.0,0.7046,0.7,0.5484,1.0,0.0158
2026-08-18,8613,丸三証券,証券、商品先物取引業,55.33,0.4,除外,0.9922,0.6414,0.4615,,0.118,0.0,0.4371,0.8757,0.5333,,0.725,1.0,0.3539,,0.0,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.9377,1.0,1.0,0.5172,0.5,0.5484,1.0,0.3474
2026-08-18,8614,東洋証券,証券、商品先物取引業,55.73,0.6,監視,0.7926,0.6707,0.3683,0.3245,0.6301,0.0,0.4825,0.7241,0.2667,0.2273,0.0526,1.0,0.6698,0.1242,0.7423,0.9842,"3,4",1.0,1.0,0.5,1.0,1.0,0.3408,0.5,1.0,0.5345,0.6,0.5484,1.0,0.0182
2026-08-18,8616,東海東京フィナンシャル・ホールディングス,証券、商品先物取引業,61.1,0.6,監視,0.9928,0.7842,0.7203,0.2443,0.3131,0.6998,0.7154,0.7995,0.6667,0.2273,0.55,0.2,0.358,0.1796,0.7149,0.0,"4,5",1.0,1.0,1.0,1.0,1.0,0.9422,1.0,1.0,0.7384,0.85,0.5484,1.0,0.0
2026-08-18,8622,水戸証券,証券、商品先物取引業,49.83,0.4,除外,0.993,0.6193,0.3236,,0.0571,0.0,0.6258,0.4022,0.2667,,0.725,1.0,0.1714,,0.0,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.9443,1.0,1.0,0.479,0.45,0.5484,1.0,0.4895
2026-08-18,8628,松井証券,証券、商品先物取引業,49.68,0.4,除外,0.9,0.7515,0.4285,0.2434,0.1607,0.0,0.4357,0.9451,0.3333,0.2,0.2632,0.2,0.3767,,0.1054,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.9003,1.0,0.3,0.7076,0.75,0.5484,1.0,0.3105
2026-08-18,8630,ＳＯＭＰＯホールディングス,保険業,68.97,0.4,除外,0.9744,0.7421,0.5781,,0.4641,0.6411,0.2084,0.9963,0.4667,,0.375,0.2,1.0,,0.3922,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.7951,1.0,1.0,0.6942,0.5,0.7742,1.0,0.3895
2026-08-18,8697,日本取引所グループ,その他金融業,74.83,0.8,本命,0.9908,0.7191,0.6627,,0.6207,0.701,0.4436,0.9061,0.6,,0.1579,0.2,0.5486,,0.8624,0.4512,4,1.0,1.0,1.0,1.0,1.0,0.9268,1.0,1.0,0.7039,0.85,0.3226,1.0,0.6526
2026-08-18,8698,マネックスグループ,証券、商品先物取引業,26.96,0.0,除外,0.0,0.501,0.5774,,0.0,0.3735,0.6235,0.846,0.4667,0.0,0.3684,0.5,0.0,,0.0,0.0,"1,2,3,4,5",,,,,,,,,0.2556,0.2,0.5484,1.0,
2026-08-18,8706,極東証券,証券、商品先物取引業,53.67,0.2,除外,0.909,0.5339,0.5201,0.4057,0.3147,0.1143,0.4615,0.9714,0.5333,0.2273,0.85,0.2,0.4699,0.1704,0.6185,0.0,"2,3,4,5",1.0,1.0,0.5,1.0,0.9127,0.8589,1.0,1.0,0.3373,0.25,0.5484,1.0,0.3455
2026-08-18,8707,岩井コスモホールディングス,証券、商品先物取引業,61.66,0.4,除外,0.9898,0.8474,0.4118,,0.2176,0.0,0.3745,0.7393,0.5333,,0.1579,0.2,0.1672,,0.4855,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.9186,1.0,1.0,0.8411,1.0,0.5484,1.0,0.0
2026-08-18,8708,アイザワ証券グループ,証券、商品先物取引業,58.18,0.2,除外,0.9893,0.5855,0.4704,,0.2821,0.0,0.5106,0.971,0.4,,0.75,0.2,0.4985,,0.3479,0.0,"2,3,4,5",1.0,1.0,1.0,1.0,1.0,0.9145,1.0,1.0,0.4438,0.35,0.5484,1.0,0.7636
2026-08-18,8713,フィデアホールディングス,銀行業,52.54,0.4,除外,1.0,0.6819,0.2254,,0.1941,0.0,0.5017,0.0,0.4,,0.85,0.2,0.6746,0.1019,0.0,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6672,0.0606,1.0,1.0,0.0
2026-08-18,8714,池田泉州ホールディングス,銀行業,51.56,0.4,除外,0.9784,0.6026,0.5329,0.1,0.3642,0.3534,0.1895,0.9219,0.6667,0.2,0.0,0.2,0.2576,,0.342,0.493,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.8269,1.0,1.0,0.8216,0.1212,1.0,0.4674,0.0
2026-08-18,8715,アニコム　ホールディングス,保険業,57.39,0.4,除外,0.375,0.6495,0.4305,,0.8404,0.5342,0.2928,0.0951,0.8,0.5455,0.0,0.5,1.0,0.38,0.9818,1.0,"1,3,4",0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.8238,1.0,0.7742,0.0,
2026-08-18,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,保険業,68.93,0.4,除外,0.9807,0.6925,0.5844,,0.4997,0.5405,0.3318,0.9988,0.4667,,0.9,0.2,0.7364,,0.2773,0.4853,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.8455,1.0,1.0,0.6207,0.375,0.7742,1.0,0.3579
2026-08-18,8729,ソニーフィナンシャルグループ,保険業,53.55,0.2,除外,,,0.658,,0.4129,0.5019,0.5658,0.6976,0.8667,0.0,0.1579,0.2,0.8018,0.1386,0.7113,0.0,"1,2,4,5",,,,,,,,,,,,,
2026-08-18,8739,スパークス・グループ,証券、商品先物取引業,64.21,0.4,除外,0.9918,0.7689,0.3534,,0.4542,0.2406,0.4001,0.5726,0.2,,0.3158,0.2,0.4963,,0.0,0.8663,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.9341,1.0,1.0,0.7271,0.8,0.5484,1.0,0.5
2026-08-18,8750,第一生命ホールディングス,保険業,80.06,0.6,監視,0.9791,0.857,0.5251,,0.8413,0.4497,0.347,0.8369,0.4667,,0.8,0.2,0.7865,,0.7521,0.9853,"3,4",1.0,1.0,1.0,1.0,1.0,0.8326,1.0,1.0,0.7789,0.875,0.7742,1.0,0.3579
2026-08-18,8766,東京海上ホールディングス,保険業,58.72,0.6,監視,0.8743,0.6331,0.6733,0.3421,0.4133,0.9412,0.3165,0.8356,0.6,0.2,0.1579,0.2,0.6789,,0.561,0.0,"4,5",1.0,1.0,1.0,1.0,1.0,0.694,1.0,0.3,0.5082,0.25,0.7742,1.0,0.8105
2026-08-18,8771,イー・ギャランティ,その他金融業,59.05,0.4,除外,0.8678,0.6353,0.3745,,0.4845,0.3683,0.2582,0.2715,0.6,,0.2632,0.2,1.0,0.1202,0.8177,0.0,"3,4,5",1.0,1.0,1.0,1.0,0.7921,0.8504,1.0,0.3,0.5187,0.7,0.3226,1.0,0.4909
2026-08-18,8793,ＮＥＣキャピタルソリューション,その他金融業,47.85,0.6,監視,0.6065,0.2586,0.748,0.1463,0.633,1.0,0.4637,0.7951,0.7333,0.2273,0.1579,0.2,0.6749,0.1598,0.6972,1.0,"2,4",1.0,0.7253,0.5,1.0,0.2818,0.7446,0.5,0.1,0.3268,0.35,0.3226,0.0349,0.0
2026-08-18,8795,Ｔ＆Ｄホールディングス,保険業,70.78,0.8,本命,0.8871,0.8143,0.6592,0.4368,0.7416,1.0,0.3248,0.7787,0.5333,0.2,0.1053,0.5,0.7672,,0.9011,0.5564,4,1.0,1.0,1.0,1.0,1.0,0.7968,1.0,0.3,0.7331,0.75,0.7742,1.0,0.9421
2026-08-18,8801,三井不動産,不動産業,34.17,0.2,除外,0.0,0.2303,0.5209,,0.6155,0.6949,0.3709,0.4844,0.5333,0.2273,0.2105,0.2,1.0,0.1518,0.3101,1.0,"1,2,3,4",,,,,,,,,0.3313,0.4286,0.1613,0.0,
2026-08-18,8802,三菱地所,不動産業,38.98,0.0,除外,0.3125,0.4524,0.3645,,0.4298,0.3859,0.3288,0.4098,0.3333,0.2273,0.2105,0.2,0.5828,0.1365,0.0,1.0,"1,2,3,4,5",0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.7196,0.9286,0.1613,0.0,
2026-08-18,8803,平和不動産,不動産業,31.61,0.2,除外,0.0,0.1996,0.4343,,0.6305,0.4792,0.2852,0.7061,0.2667,0.2273,0.2632,0.5,1.0,0.1111,0.4109,1.0,"1,2,3,4",,,,,,,,,0.3036,0.3333,0.1613,0.0,
2026-08-18,8804,東京建物,不動産業,59.46,0.4,除外,0.5236,0.5667,0.6444,,0.6438,0.7593,0.5019,0.8496,0.4667,0.2273,0.2105,0.2,1.0,0.1599,0.4152,1.0,"1,2,4",0.0,1.0,0.5,1.0,1.0,0.0892,0.5,0.1,0.5645,0.6905,0.1613,0.8504,
2026-08-18,8818,京阪神ビルディング,不動産業,53.79,0.4,除外,0.7053,0.4369,0.2928,0.4355,0.8189,0.0,0.4715,0.5664,0.1333,0.6,0.0,0.2,0.9012,,0.5554,1.0,"2,3,4",1.0,1.0,1.0,0.0,1.0,0.6423,1.0,0.0,0.7054,0.881,0.1613,0.0,0.9421
2026-08-18,8830,住友不動産,不動産業,52.03,0.4,除外,0.2834,0.4001,0.7791,,0.6188,1.0,0.5633,0.8195,0.7333,0.2273,0.0,0.5,1.0,0.1464,0.3286,1.0,"1,2,4",0.0,0.9697,0.5,0.0,0.7974,0.0,0.0,0.0,0.6057,0.8333,0.1613,0.0,
2026-08-18,8848,レオパレス２１,不動産業,29.58,0.0,除外,0.0,0.4315,0.2952,,0.4563,0.1697,0.1851,0.2927,0.5333,0.2273,0.0,0.2,0.9682,0.1728,0.2506,0.4339,"1,2,3,4,5",,,,,,,,,0.3096,0.3571,0.1613,0.898,
2026-08-18,8850,スターツコーポレーション,不動産業,31.71,0.2,除外,0.0,0.2351,0.3638,,0.6695,0.4855,0.3075,0.3957,0.2667,0.2273,0.1579,0.5,1.0,0.1128,0.5653,1.0,"1,2,3,4",,,,,,,,,0.2669,0.3095,0.1613,0.2029,
2026-08-18,8871,ゴールドクレスト,不動産業,25.66,0.2,除外,0.0,0.1715,0.2333,,0.6217,0.0,0.1866,0.5464,0.2,0.7273,0.2632,0.2,1.0,0.2027,0.2841,1.0,"1,2,3,4",,,,,,,,,0.2391,0.2857,0.1613,0.0,
2026-08-18,8876,リログループ,サービス業,60.54,0.2,除外,1.0,0.5728,0.5802,,0.2686,0.437,0.6023,0.815,0.4667,,0.0526,0.5,0.6309,0.3664,0.077,0.0,"2,3,4,5",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4445,0.7176,0.129,1.0,0.5273
2026-08-18,8877,エスリード,不動産業,41.42,0.4,除外,0.0,0.3124,0.6056,,0.7387,0.8532,0.2164,0.8862,0.4667,0.2273,0.2105,0.2,1.0,0.1573,0.7975,1.0,"1,2,4",,,,,,,,,0.3561,0.5238,0.1613,0.2083,
2026-08-18,8892,エスコン,不動産業,46.06,0.2,除外,0.4755,0.2745,0.4548,,0.6376,0.1187,0.0868,0.9469,0.6667,0.0,0.3158,0.2,0.9775,0.1274,0.4457,1.0,"1,2,3,4",0.0,0.8164,0.5,1.0,0.3962,0.4916,0.5,0.1,0.3891,0.5476,0.1613,0.0,
2026-08-18,8897,ＭＩＲＡＲＴＨホールディングス,不動産業,52.02,0.2,除外,0.9208,0.2469,0.3595,,0.5535,0.1116,0.593,0.0,0.7333,,0.0,0.2,1.0,0.54,0.0328,0.6411,"2,3,4,5",1.0,0.78,1.0,1.0,0.5956,0.991,1.0,1.0,0.3501,0.4762,0.1613,0.0,0.9947
2026-08-18,8919,カチタス,不動産業,54.31,0.4,除外,0.9687,0.3693,0.4401,0.245,0.6926,0.0729,0.7309,0.0232,0.9333,0.7273,0.0526,0.2,0.877,0.3845,0.509,1.0,"2,3,4",1.0,1.0,1.0,1.0,1.0,0.7493,1.0,1.0,0.578,0.7381,0.1613,0.0,0.0
2026-08-18,8923,トーセイ,不動産業,53.37,0.6,監視,0.8267,0.6423,0.6887,0.2349,0.2757,0.4271,0.8307,0.6968,0.8,0.0,0.1579,0.2,0.3743,0.112,0.6164,0.0,"4,5",1.0,0.8191,1.0,1.0,0.733,0.7618,1.0,0.3,0.5982,0.8095,0.1613,1.0,0.5818
2026-08-18,8934,サンフロンティア不動産,不動産業,63.56,0.4,除外,0.4881,0.5302,0.8024,,0.7215,0.788,0.682,0.8064,0.9333,0.2273,0.1579,0.2,1.0,0.3,0.5861,1.0,"1,2,4",0.0,0.8325,0.5,1.0,0.5366,0.4354,0.5,0.1,0.4468,0.5952,0.1613,0.9176,
2026-08-18,9001,東武鉄道,陸運業,49.17,0.2,除外,0.8088,0.5764,0.5086,0.4081,0.1567,0.4447,0.3609,0.8289,0.4,0.2273,0.1053,0.5,0.3575,,0.1126,0.0,"2,3,4,5",1.0,1.0,1.0,1.0,0.6543,0.7161,1.0,0.1,0.4355,0.6765,0.1935,1.0,0.8
